gene,GSM3290067,GSM3290068,GSM3290069,GSM3290070,GSM3290075,GSM3290077,GSM3290082,GSM3290084,GSM3290099,GSM3290103,GSM3290105,GSM3290107,GSM3290108,GSM3290109,GSM3290113,GSM3290116,GSM3290126,GSM3290127,GSM3290129,GSM3290136,GSM3290138,GSM3290140,GSM3290143,GSM3290148
AKAP12,6.93234,7.0215182,6.6938092,6.9819154,7.4150592,6.8539782,6.11814,6.8363214,7.1376297,6.8615914,7.3753296,7.2458228,6.4882708,5.6652856,6.4622542,6.8171254,6.9406916,7.1435118,6.916444,6.328683,6.6750518,6.9903418,6.6912008,6.5547612
INPP4A,6.0735084,6.8503302,7.1009468,6.9287138,6.610977,7.1063244,7.0568248,6.6491056,7.2102678,6.630183,6.489512,6.6119986,6.7947192,7.4388094,7.4445658,7.2362322,6.629771,6.3552682,6.5452608,6.6620894,6.5908302,6.839414,6.5115116,6.9197494
PDE7A,6.5789454,6.7591388,6.9443592,6.6502858,6.9256916,6.6637244,6.9362958,6.7657638,6.8615914,6.7900872,6.1814784,6.278526,6.8214826,7.2262274,7.3253812,6.7511598,6.4991778,6.680557,6.7951042,6.8688586,6.508243,7.1406638,6.5775204,6.977701
ZMIZ1,6.7696356,6.733368,6.8267876,6.8160656,7.0277684,6.6431742,6.9358308,6.9819154,6.2022198,6.8421128,6.9110936,7.1758538,6.9991832,6.5034496,6.1682534,6.7287902,6.832269,6.797384,6.6840484,6.3541816,6.9394732,6.508243,6.7063834,6.9291978
PGM5,6.6452452,7.0463598,7.1210832,7.779118,7.0564886,6.8363214,6.6655726,6.905735,6.4093126,7.0253736,6.7651076,6.769836,6.4378348,6.1490612,6.006809,7.02232,6.9639644,7.267717,6.9879148,6.7860944,6.39356,7.4661138,6.928292,7.4782074
TPST1,6.602541,7.0368426,6.8908464,6.9201718,6.7703158,6.7795244,6.6793748,6.5722294,6.1757894,6.635847,6.7511598,6.3163048,6.2674478,6.130926,6.5154672,6.7236888,6.4767554,6.763189,6.348095,6.4068148,6.7388784,6.8520362,6.927529,6.5645206
IL10RA,6.3302002,6.2879442,6.801821,6.9179574,6.681881,6.3650948,6.4359194,6.2281688,7.6292682,5.8762402,6.3049718,6.0932492,6.5691078,7.983143,7.3572302,7.1829178,6.0245116,6.2430152,6.0220828,5.916844,6.264339,6.4256746,6.5071598,6.9065734
MTMR1,6.5354384,6.5232586,6.6206684,6.321747,6.9007018,6.5411174,6.651425,6.7872498,6.7897046,6.9014772,6.4922352,6.3751196,6.6946888,6.8430322,7.0312334,6.5026812,6.5758848,6.6068872,6.7296424,6.5139934,6.752111,6.510299,6.5515648,6.7051796
SNRPA,6.6337732,6.7036488,6.7478076,6.5479274,6.324043,6.9201718,6.6725716,6.4390862,6.4906256,6.4890898,6.663301,6.668575,6.8612562,7.230958,6.704058,6.6904962,6.5111492,6.5806166,6.5423959,6.6249546,6.7022162,6.8788858,6.6076782,6.4131604
PRKCB,6.6038092,6.2980166,6.516206,6.3014602,6.5132498,7.156228,6.7304006,6.6793748,7.2296476,6.6206684,6.3807726,5.6956934,6.5115116,7.2739064,6.6396986,6.5425618,6.7075058,7.1549704,6.3153022,6.6311072,6.2048774,6.6856498,6.0843162,5.9763618
EPB41L4A,7.0390184,6.8428467,6.4085556,6.6382154,6.9451888,6.9410466,6.9167474,6.6585436,6.4113002,6.8188088,6.7490334,7.469582,7.0048018,6.110346,6.3045608,6.643548,7.3607072,7.0179508,6.949087,6.6881068,7.0954564,6.6139312,6.8688586,6.4260848
MSL3,6.2542357,6.1757894,6.2296922,6.130926,6.3955074,6.348095,7.0564886,6.5792806,6.7651076,6.6382154,6.374708,6.6246228,6.4851964,7.655462,6.7665422,6.461855,6.6124402,6.0169846,6.5456672,6.7028962,6.6981592,6.804118,6.2833982,6.2103448
BMP6,6.8183702,6.0158042,6.5272572,7.044828,6.5547612,7.5471228,7.4561818,7.5446032,7.287717,7.7633004,6.6585436,7.902826,7.1014564,4.6398644,6.8990988,6.6946888,6.649478,6.944021,6.9558408,7.3855038,7.5997094,7.1701102,7.1483956,7.0769118
PHF11,6.2685172,6.275606,6.5870284,6.4614216,6.5475896,6.5648672,6.2747396,6.643548,6.7276146,6.7717874,6.4068148,6.8129636,6.334289,6.8994552,6.7344672,6.6852944,6.3525454,6.5740128,6.7822652,6.5806166,6.7165794,6.6981592,6.6456656,6.4050124
CHTOP,6.2499828,6.5075868,6.404406,6.46052,6.3210298,6.3767838,6.3518064,6.4914914,6.999952,6.81998,6.137962,6.2588324,6.497258,6.784965,6.7960946,6.4906256,6.6814494,6.5414642,6.5252058,6.5982108,6.5707598,6.7296424,6.2948884,6.821969
BAG1,7.256261,6.4264702,6.8106252,6.584756,6.7567844,6.6753278,6.5339688,6.603248,6.3613992,6.448459,6.757545,6.6273376,6.5652204,6.0192636,6.461855,6.2340098,6.5877576,6.4675662,6.4193864,6.7473838,6.3877486,6.2405986,6.4882708,6.4474208
SLC46A3,6.5526658,6.4113002,6.7186096,6.5885802,6.5128094,6.3710696,6.5920002,6.2504068,6.6651668,6.9268182,6.1870554,6.1513246,6.1238298,7.2819808,6.8057194,6.77625,6.7134568,6.2771566,6.7684505,6.5534914,6.5893692,6.6901838,6.4849482,6.7647488
EMB,6.251157,6.0548908,6.3676306,6.8520362,6.2328248,6.4275552,6.2226804,6.4135014,6.8126152,6.1886184,6.2759862,6.310664,6.3586666,7.8405266,7.5279602,6.3617266,6.366417,6.3586666,6.599703,6.5622438,6.3990678,6.639358,6.272562,6.6655726
RABGAP1L,6.6863028,6.6461224,6.7236888,6.439489,6.8990988,6.53954,6.8148326,6.366853,6.5059356,6.7738454,6.2685172,6.215493,6.7548036,7.351245,6.6431742,6.8904724,6.2619862,6.6801478,6.378512,6.9114236,6.362242,6.7155086,6.585065,6.7651076
KLRC4-KLRK1,7.4303688,6.8899554,6.928292,5.9776394,5.2164946,6.781066,7.533007,6.8507714,8.7507428,6.6361738,6.8401132,5.6382244,7.2793604,10.298714,7.5824262,6.3349692,6.601182,6.3278894,6.5201148,6.198685,6.5178176,6.8569208,5.4363548,6.8052834
RASSF5,6.531414,6.3284826,6.9858606,6.7158378,6.8945918,6.4206288,6.5908302,6.6978584,7.2869146,6.2563668,6.3031144,5.9993368,6.7822652,7.1374686,6.7522699,7.3299044,6.550128,6.2563668,6.8183702,6.1905924,6.2884042,6.1554929,6.5256356,6.301852
ARHGAP15,5.821589,5.6672986,6.1795502,6.174201,6.8491994,6.1810002,6.4347148,7.2781968,7.501044,7.0914944,6.7367514,5.852771,5.9705132,7.5755084,7.230958,6.7142404,6.6163962,6.2029676,6.602855,6.1170062,6.308054,7.1748104,6.3864098,6.0146994
FADS2,6.0731172,5.5372764,7.209787,6.6238346,5.3719898,6.5425618,7.1632236,6.6916132,6.3188782,6.2073492,6.0471588,6.0117614,6.4416986,6.8363214,6.8082884,6.5428734,5.9415494,6.2821848,6.4312114,6.0745944,6.1096336,6.3904858,5.8408678,6.7888236
NUAK1,7.1864404,6.9551564,6.5132498,7.0980912,6.4146528,6.9039502,6.0253412,5.9043764,5.96692,7.3295286,6.0709958,7.7092152,6.7112048,5.3530418,5.6310944,6.5343698,6.6456656,6.5827888,6.9607704,6.7215082,7.5692216,6.4774472,7.2029934,6.9007018
MTHFD1,6.4537274,6.5351064,6.6795689,6.4390862,5.9630672,7.0882744,6.354493,6.174201,6.4179204,6.4543608,6.5888808,6.4545344,6.7694352,7.0690198,6.7879692,6.5956734,6.553898,6.3158758,6.4060716,6.0806088,6.7417404,6.5524915,6.2632158,6.0532636
HCP5,6.5045958,6.1944808,6.3045608,5.6947542,6.0503384,6.4712,7.0660756,6.6607754,7.8923944,6.8895014,6.4234818,5.8659,6.6809236,7.7696264,7.0971758,7.1508962,6.7142404,6.6199292,6.4851964,6.132388,6.601182,6.5782274,5.97091,6.7825838
KIAA0040,6.3000936,6.3567238,6.185509,6.1696024,6.6269376,6.5256356,6.470387,6.5701268,6.5952778,6.5547612,7.0980912,6.6844218,6.3313174,5.5518116,6.0272682,6.3163048,6.561067,6.974639,6.6227026,5.6055728,6.7116636,6.3163048,6.2778638,6.404406
HDGFRP3,6.7380171,6.223531,6.1802962,6.494972,6.8664446,6.220575,6.5402984,6.7730446,6.4882708,6.8452972,6.8292724,6.8263656,6.2737388,5.9408204,6.2492862,6.3751196,6.8379236,6.7486212,6.5840058,6.7499318,6.4410252,6.5235714,6.7730446,6.3191664
SLC9A9,5.835464,6.2737388,6.2677462,6.5782274,6.4922352,6.6699594,6.7604018,6.9027532,7.0281144,6.780358,6.4079206,6.063833,6.024101,7.3285998,6.581985,6.5559932,6.4351272,6.8339884,6.5018956,6.40969,6.3824364,6.8580748,6.1649956,6.2844956
SFXN1,5.9941052,5.9491166,5.9826538,6.3824364,6.5193734,6.5978312,6.4033142,6.4589824,6.6938092,6.1688776,5.9285816,6.3722626,6.4574926,7.3262806,7.1569568,6.759954,6.2128686,6.6156426,6.2387426,6.4316736,6.1828868,6.599703,6.1719858,5.9059518
IL2RG,6.285143,5.8854514,6.4868076,6.0627048,6.096237,6.6004078,6.8851672,6.544529,8.1193358,6.3660716,6.3451386,6.056592,6.6716932,8.0835564,7.7382932,7.1840834,6.4005144,6.6264774,6.278526,5.8837566,6.1810002,6.759954,6.0507962,6.7356192
MS4A14,5.7678764,6.3191664,6.79298,6.4001268,6.5452608,5.7848222,6.8826268,6.3068806,7.090666,6.1623116,6.4117448,6.1936784,6.3475585,7.0507192,6.9539006,6.6156426,6.2945102,6.0946846,6.2767534,5.9808628,6.7673762,6.9443592,7.2254668,6.5722294
DGKA,6.2932874,6.0986622,6.2250214,6.6476634,6.4253142,6.2837838,6.5011196,6.5014454,6.550128,6.0839962,6.5090682,6.5193734,6.3436498,7.8267182,7.4259114,6.814458,6.3329318,6.407587,5.9172764,6.0446842,6.1897944,6.725381,6.2930986,6.7138446
CYFIP2,6.4328338,6.3714966,6.8642228,6.2018426,6.3185824,6.6750518,6.7567844,6.1141074,7.011876,6.2093254,6.1840338,6.1040288,6.5022482,7.4962604,7.0848218,6.9477156,6.3781414,6.0827914,6.1640948,6.0785194,6.459726,6.3647406,6.4060716,6.4925448
SP140L,6.0049762,6.0436264,6.5595874,6.3868062,6.2681938,6.6192224,6.9264288,6.4008178,6.839414,6.7086166,6.3183002,6.7010618,6.4732852,7.2549208,6.7463058,6.8082884,6.1144932,6.2560106,6.7968798,6.3502078,6.9138,6.3628928,6.443318,6.6472972
APBB1IP,5.8538758,6.0723948,6.499504,6.3171124,5.9339638,6.416896,6.1118908,6.0351128,6.8467416,6.1272658,5.8822702,6.0443278,6.2433026,7.7097296,6.7825838,6.4622542,6.0809738,5.895902,6.012188,6.059159,6.2085172,6.1723168,6.12317,6.7463058
C4orf29,6.1653046,6.4660348,6.2798492,6.406425,6.2296922,6.4193864,6.3014602,6.3245182,6.5034496,6.3982804,6.1152784,6.4781846,6.2014266,6.7977044,6.5354384,6.5143068,6.4316736,6.5154672,6.4181886,6.5011196,6.3183002,6.3890554,6.39356,6.4851964
RNU6-1045P,6.0453522,6.1870554,6.5001976,6.379561,6.8479286,6.2190372,6.5989828,7.5681248,5.647449,7.2760386,6.6415404,6.7690038,5.7949016,5.233065,5.6192092,6.3594584,6.5993438,6.4770992,6.9582822,6.141098,5.8926326,6.476384,7.4743704,5.9494482
FAM63B,6.5641618,6.7218362,6.5800268,6.4082656,6.630183,6.4226574,6.4256746,6.0433202,6.1577268,6.6533808,6.5599122,6.4402538,6.555603,6.4260848,5.8705632,6.4437036,6.3888149,6.3778704,6.4093126,7.1271022,6.575225,6.290057,6.2798492,6.219831
MSANTD3,6.1490612,6.0479056,6.290057,6.6761352,6.5385654,6.6725716,6.7155086,6.7142404,6.090926,6.3578664,6.6682286,6.3874496,5.9274726,5.57693,6.1778832,6.3267906,6.548992,6.0726776,6.604082,6.6597594,6.179861,6.308054,6.3877486,6.3372622
GPM6B,6.7292284,6.8226662,6.215493,6.6210474,6.3751196,6.5107028,6.143319,6.4804624,5.7778316,6.6665592,6.916444,6.9151472,6.2473696,5.6838306,5.184585,6.2489618,6.5725082,6.8082884,6.6530674,6.3928084,6.6215126,6.8375998,6.4614216,6.5800268
MR1,6.0713582,5.7877654,6.319908,6.449137,6.2048774,5.8726826,6.610977,6.3332532,6.725381,6.1057066,5.9360152,6.3602244,6.2436532,6.9819154,6.9299298,6.7912396,6.3908272,6.2540954,6.2997422,6.1802962,6.3695682,6.1406726,6.448459,6.8496142
MYO1F,5.6950388,5.0949382,6.7540692,5.9797738,5.6541536,6.604082,6.2096402,5.3694668,7.3008074,5.6481102,5.9404008,5.8254776,6.3000936,7.180203,6.1382858,6.015405,5.7641328,5.4968142,6.1290126,6.062411,6.17454,6.0347564,6.000487,6.3459568
WDR73,6.3399562,6.1272658,6.1568978,6.1866078,5.7703796,6.1401964,5.9944168,6.136766,6.4841558,6.4268034,5.8906832,6.1778832,6.3148356,6.531414,6.395821,6.1468452,6.1197592,6.4574926,6.412427,6.3719386,6.136387,6.5139934,6.5595874,6.2866324
MBNL3,5.9015736,5.856089,6.4498434,6.1386614,6.231895,6.4338866,6.2026466,6.158382,7.0170676,6.5523172,6.5063324,6.0986622,6.361049,6.801821,6.3799598,6.6035286,6.5272572,6.2270932,6.743987,6.5606882,6.4359194,6.336035,6.294073,6.3076036
ADAT1,6.1817796,6.1897944,6.2778638,6.2458012,6.4466002,6.2980166,6.2798492,5.867175,6.2802292,6.2802292,6.3832166,6.2960558,6.4856116,7.4204098,6.8982508,6.4383198,6.1096336,6.0882758,6.2966278,6.2399296,6.4731068,6.6001002,6.2089352,6.5945406
TTC13,6.2266468,6.2089352,6.0742762,6.0879204,6.5893692,6.4851964,6.5217682,6.5296022,6.6502858,6.6895038,6.0261022,6.110346,6.4693084,7.1124206,6.743987,6.3598006,6.3399562,6.0754834,6.4732852,6.1394752,6.4347148,6.3459568,6.2492862,6.553898
ZNF664,6.2921672,6.6682286,6.6985608,6.3099218,6.5827888,6.3092456,6.3473542,6.2616372,6.154168,6.3857004,6.4383198,6.3353678,6.2741772,5.9567368,6.2932874,6.1753414,6.478987,6.3260356,6.2859136,6.4037258,6.3414336,6.5022482,6.4071756,6.4514844
SYTL3,6.3140878,5.6239326,5.4321824,6.4774472,6.3537688,6.8507714,5.4815692,6.8318186,6.8409334,5.733839,7.4208762,6.2243344,6.4011642,8.3966334,7.8663314,6.345464,7.4327556,6.6844218,6.4120892,5.9958954,6.1840338,6.412427,7.0537288,5.6696124
CASP8,5.9415494,5.9204202,6.1719858,5.8251504,6.110641,6.4961058,6.1704246,6.1338084,6.9390832,6.3293686,5.7963372,6.100174,6.086142,7.9807102,7.0789048,5.953248,6.213575,5.9368386,6.5225128,6.1166806,6.5787788,6.4437036,5.95474,6.7124542
CASP2,5.9081674,6.4185296,6.1629854,6.0709958,6.3904858,6.3982804,6.4838472,6.3644028,6.4268034,6.5323654,6.0886262,6.1398728,6.3206772,6.944021,6.5411174,6.322457,6.4774472,6.31787,6.2578398,5.993764,6.3708824,6.319908,6.137962,6.7195826
PPP6R1,6.5006522,6.1375778,6.5982108,6.278127,6.3353678,6.3578664,6.4283326,6.227444,6.2426562,5.821589,6.1290126,6.277547,6.4008178,7.0048018,6.8355498,6.3463664,6.3518064,6.2712564,5.975603,5.9555038,6.057715,6.1914472,6.3380212,6.3799598
PMS1,5.9451096,6.2069196,6.0041074,6.0421812,6.2689212,6.4474208,6.474209,6.126001,6.5617086,6.6696158,5.9249476,5.8567874,6.3210298,7.0359346,6.822963,5.8843822,6.2308842,6.1671008,6.5526658,6.3473542,6.3606058,6.4847719,6.229294,6.3031144
MTO1,6.2478518,6.248672,5.9963018,6.3598006,5.968501,6.475064,6.3683644,6.0899322,6.5132498,6.3541816,5.8072276,6.3788758,6.4268034,6.9249126,6.8978178,6.2907356,6.3812056,6.322457,6.0816794,6.3038966,6.3617266,6.2567448,6.3788758,6.4922352
ZNF394,6.264339,5.9571554,6.3014602,6.1836648,6.3031144,6.3332532,6.1085448,6.2178892,6.6015056,6.0555702,6.3628928,6.3140878,6.4811378,6.735242,6.5252058,6.5260222,6.4068148,6.0760278,6.6476634,6.3518064,6.3897464,6.1386614,6.086142,6.244379
FADS3,7.3343934,7.0927626,6.2529786,6.4071756,6.548992,6.4316736,6.1964882,6.0913014,5.9443414,6.1290126,6.4732852,6.6938092,6.6176554,5.2898364,5.5208156,6.2359836,6.4933346,6.2018426,6.4332246,6.402955,6.5452608,6.0202932,6.3537688,6.2100002
GIMAP6,6.1360518,5.6466696,6.285507,5.9343834,5.5148518,5.6303474,6.3264998,6.6382154,6.948017,6.4347148,5.9005298,6.5583312,6.4131604,6.81998,5.9681968,5.8550018,6.2721102,5.5789966,6.5335252,6.5697918,6.3488618,5.9458158,5.9787606,6.7097394
CHFR,6.4868076,6.0975866,6.3950928,5.9850716,6.1283536,6.1424886,6.278127,5.993117,6.278526,6.0460264,6.0713582,6.3167362,6.33683,6.637372,6.3422114,6.336035,6.1522338,6.2277672,6.1778832,6.1591534,6.1241836,6.2763604,6.0351128,6.0491276
TOX,6.5351064,6.6286532,6.6753278,5.9418872,6.6273376,5.826382,6.637372,6.4102062,6.8548216,6.3042606,5.751108,5.7055568,6.5118398,7.6335562,6.804118,6.9384614,6.0460264,6.0536004,6.2266468,5.8032386,6.1126442,5.9153362,7.1829178,5.4956908
TRPS1,5.7216216,5.8843822,6.3293686,6.3248584,6.6658634,6.0955688,6.3853294,6.5973808,6.2073492,6.3026796,6.1133748,5.976806,6.0292878,7.0350234,6.4856116,6.3471638,5.8640108,6.1806022,6.4914914,6.1586958,5.9040082,6.5479274,5.9347426,6.0347564
PELI2,6.6640584,6.7300236,6.285143,6.2281688,6.6333066,6.611361,6.3117052,6.1940428,5.9970444,6.559174,6.6488656,5.985398,6.490323,5.676904,5.3472434,6.79396,6.65704,6.2921672,6.4998454,6.2436532,6.3687532,5.7648512,6.1030914,6.5001976
ATXN7L1,6.244379,6.6122274,6.6943476,6.2266468,6.8271762,6.2458012,6.2033658,6.6662288,6.3578664,6.2186762,6.2884042,6.0854238,6.7142404,7.2732036,6.4367488,6.402955,6.2064268,5.8787814,6.2716796,5.8981226,6.2914114,6.8001428,6.1660372,6.1443374
USP28,6.1016974,6.0558874,6.5861924,6.2121568,5.9142132,6.4543608,6.9047034,6.5694468,6.481869,6.3722626,6.3412837,6.012188,6.3617266,7.3206128,6.7551956,6.285507,5.9916438,6.343981,6.2285094,6.482228,6.1057066,6.3281338,5.9847224,6.5425618
CCDC109B,6.059159,5.7507374,6.3288834,6.4120892,6.1302682,5.6138962,6.0772578,5.9451096,6.5762882,5.946134,6.0742762,5.6503168,6.0027778,7.3593996,6.752814,6.1394752,6.322132,5.5615994,6.5054826,6.2422278,5.8317528,6.3227438,5.7955724,6.1133748
KCNAB2,5.9872488,6.0776892,6.876174,6.1417932,5.6088366,5.986525,6.2446418,5.7813872,6.6867926,5.3999056,5.9836148,6.7249264,6.4230324,7.4172416,6.6231268,6.0713582,5.7456548,5.6041672,5.756871,5.8251504,6.3068806,6.2869308,6.1608472,6.3202798
CTC1,6.2887558,6.2147272,6.1190162,6.2588324,6.329772,6.0381498,6.379561,6.2957334,6.4068148,6.1280562,5.8405268,6.33683,6.2932874,6.6349564,6.5827888,6.5071598,6.308876,5.9282318,6.1646236,6.265416,6.1152784,6.1960922,6.2674478,6.1968884
UBE2L6,6.0929422,6.1450372,6.5235714,6.2125394,6.1424886,6.6710174,6.255248,6.2323582,6.4354728,6.0634138,6.499504,6.2973308,6.2128686,6.84574,6.599703,6.4899576,6.5243988,6.1802962,5.7984996,6.1653046,6.3513994,6.1471428,6.1338084,6.278526
COX15,6.1637448,6.0088546,6.0965246,6.2436532,6.0428466,6.1040288,6.1513246,5.9408204,6.0705654,6.0813542,5.93041,6.0806088,6.1129998,6.5414642,6.2891898,6.1356816,6.0165746,5.805342,6.3167362,6.1940428,6.0173316,6.3451386,6.2689212,6.1580374
LRMP,6.0551784,5.354745,5.934563,5.6059158,5.6886916,6.3317762,6.3563862,6.2584288,7.0486272,6.7669582,5.6804344,5.9324904,5.663547,6.6716932,6.5122686,6.6607754,6.3495328,5.9758748,6.8520362,5.9787606,5.7707776,6.0443278,5.5786152,6.6539062
NFATC2,6.3022588,5.8096808,5.793396,6.1637448,6.7694352,6.0735084,6.5523172,6.8175344,6.8565086,6.498853,6.6998714,5.544495,5.9713158,7.5723516,6.5904654,6.7086166,7.2625178,5.7538564,6.0932492,5.5343922,5.8251504,5.9233978,5.975603,5.809896
6-Sep,6.1421292,6.0515258,6.5078896,6.3644028,5.95474,6.3099218,6.2677462,6.3026796,6.9711412,6.0146994,5.8225974,5.9896924,6.1952768,7.6838018,7.2915868,6.731171,6.2048774,6.0965246,6.1060418,6.1704246,6.126826,6.2707858,6.1161192,5.9811766
GPR52,6.0117614,6.4005144,6.0955688,6.1893728,6.549716,6.021345,6.503119,6.3871984,6.407587,6.2759862,5.7160886,5.802898,6.0012982,7.4454176,6.827969,6.2316152,6.1972928,5.952174,6.0032252,6.1626172,5.8107978,6.3537688,6.0161294,5.9614192
CD96,6.2243344,6.1501668,5.6943816,5.7940876,5.9176102,6.769836,6.2526016,6.1675036,7.4670038,5.7711706,5.9700358,5.734849,6.5169746,9.1769076,7.6152222,6.217441,6.9701792,5.9249476,6.2352132,6.322132,5.9047658,6.5762882,5.5400158,6.2308842
MPHOSPH9,5.8386102,6.0169846,6.0768202,6.141098,5.9543574,6.2440116,6.1406726,5.8490854,6.1730732,6.102011,5.7243774,5.9121278,5.9511596,7.1385192,6.7402576,6.012188,5.7190554,5.9356078,6.005343,6.1287056,6.1144932,6.4325296,5.9596216,6.2700306
TMEM260,5.944814,6.1401964,5.9458158,5.7556382,6.0496254,5.720132,6.0304128,5.8930214,6.1678472,6.091701,5.8705632,5.9784116,6.00363,6.4727989,6.1513246,6.1283536,5.7778316,5.8886458,6.0320764,6.2089352,5.9911866,6.1608472,6.1241836,6.1264522
C9orf41,5.5559422,5.5990612,5.7370616,5.9117384,6.0903188,6.1474766,6.2592202,5.900893,6.412427,6.2945102,6.1436742,5.8839022,5.8101112,6.814458,6.191837,6.4829208,6.115662,5.7694348,6.0760278,6.1696024,5.872072,5.9724342,6.2033658,5.8064584
SBSPON,5.9183454,6.4443968,6.841299,6.0874092,6.1446742,6.2089352,6.3185824,5.9889992,5.7167946,6.7876452,7.192109,5.9440362,5.7963372,5.7630352,5.512794,5.322881,6.1825292,6.0479056,6.3155988,6.378512,6.4138776,6.100174,6.1646236,6.3820264
TMEM176B,5.5908918,5.5208156,6.090926,6.5491635,5.8702316,6.4502632,6.3011366,6.405679,6.22629,6.0418328,6.2430152,6.0158042,6.0713582,6.7579508,6.4518498,6.5272572,5.7589784,6.185509,5.7279282,5.6804344,5.9339638,6.1719858,5.761188,6.3167362
IL18,6.482579,6.0392066,6.0403622,6.1924852,5.6656004,6.0446842,5.813588,5.3758686,5.4992612,5.9408204,5.86755,5.2325596,6.1386614,7.1977148,6.278526,6.0839962,5.751108,5.9808628,6.0257076,6.383928,5.88655,6.4925448,6.21075,5.5707838
SLFN12L,5.7823228,5.7992816,6.21075,5.891895,6.1940428,5.5495506,6.7189202,6.1334464,7.1665334,6.2921672,5.9494482,6.2053582,6.6015056,8.0406042,7.1496802,7.1534004,6.674009,6.0634138,6.404406,5.6721454,5.563082,5.6785748,5.9321804,6.7420832
ARHGAP25,5.8125148,5.7724858,6.1436742,5.4873972,5.5944254,5.9811766,6.2802292,5.896234,6.992047,6.3904858,5.5687764,5.7178494,6.032798,6.9944674,6.3548894,6.2048774,5.7424944,5.5204704,6.145756,5.7428032,5.7740998,5.8441296,5.6748765,6.2771566
RASSF4,5.8208708,6.1174138,6.091701,5.6576346,5.9352082,6.1615744,6.1675036,5.7352248,6.2202432,5.9436852,6.241728,5.867175,6.1283536,6.8114468,6.0474804,6.094163,6.1556878,5.830324,5.3326228,5.6583028,6.2332168,6.33683,5.5901994,5.8703974
TTC7B,6.2258894,6.1474766,6.4214298,6.0621008,6.2316152,6.2891898,6.389379,6.5189362,5.9624964,6.0664026,6.5243988,6.1685308,6.0072816,5.4710168,5.4999194,5.9819648,5.7859192,6.5595874,5.9751924,6.443318,5.8511864,6.0249174,5.8415942,6.0474804
DNM3,6.2128686,6.108934,5.8035642,5.6600812,6.498853,6.2093254,6.2433026,6.1577268,5.8296356,6.5145904,5.7802282,5.2946444,6.0854238,4.8454634,4.9168336,6.279394,5.3936386,6.9826122,6.3975254,7.1416806,5.926433,6.1999014,6.1238298,6.1013588
TARSL2,6.0169846,6.1685308,5.8616836,6.0754834,5.8441296,5.8819412,6.0216658,5.7063382,5.9986296,6.3144388,6.0230666,6.3038966,6.046454,6.804118,6.610283,5.8177968,6.1851328,6.0045826,5.9763618,6.3364138,6.1634188,6.1249838,6.0871226,5.9500868
PCSK7,5.8629646,5.7955724,5.8343958,5.7314254,5.78058,5.7770624,6.1050878,5.7711706,6.3245182,6.0515258,5.7553102,5.9267864,5.9443414,6.6137295,6.428798,6.0289326,5.9801554,5.968913,6.0317204,5.772131,6.0102038,6.015405,5.9993368,5.6327276
SLC19A3,6.9221594,6.2548052,6.5256356,7.0499336,6.1790878,6.366417,5.857168,5.3498161,5.7236738,5.95474,5.9624964,6.2446418,6.0699332,5.0730148,5.0974116,6.8426612,5.5559422,5.9438607,6.543291,5.9772916,6.4256746,5.8728786,6.6491056,6.2533638
WDR37,5.5801512,5.791537,5.771458,5.6907416,5.9491166,6.0499378,5.6652856,5.6456798,6.2453204,5.9063614,5.349643,5.9758748,5.968501,6.7759278,6.1122496,6.058074,6.1315682,5.7449398,6.1109914,6.0621008,5.951856,5.8094054,5.8837566,5.5090004
ALS2,5.9436852,6.1325593,5.7323852,5.9385058,5.9772916,5.9134306,6.2465476,6.1619356,5.863296,6.1023468,5.7155616,6.2461436,5.9923532,5.5947526,5.805342,6.1501668,6.008069,6.1482718,5.9819648,5.9063614,5.993117,6.1220266,6.0400326,6.0188638
CYTH4,5.4371048,5.0713486,6.0249174,5.600821,5.547234,5.6981852,5.5025082,5.7409204,6.4968942,5.9433688,4.9867638,5.4687812,5.654503,6.8148326,6.3703382,6.1886184,5.6778796,5.3085446,5.719406,5.4910906,5.6971352,5.7792588,5.5944254,6.0511708
PARVG,5.8493816,5.6382244,6.1782792,5.9607096,5.852771,6.132388,6.0806088,5.5330974,6.7120502,5.3664742,5.8480806,5.6626058,5.8645071,6.8386722,6.5014454,5.792261,5.3188068,5.8141578,5.7112948,5.5654038,5.5986534,5.766549,5.8523984,6.0195828
LOC102288414,6.1664336,5.430845,5.872072,5.7485292,5.9801554,5.6583028,5.9237904,5.7446318,6.0150914,5.8951596,5.733503,5.820418,5.8333952,6.1629854,6.4785496,5.9023996,5.4450798,5.9321804,5.751108,5.8930214,5.879816,5.9454196,5.856089,5.972757
CD84,5.7862156,5.6950388,5.6019106,5.8777448,5.5976182,5.4277588,5.467782,5.3305738,6.1050878,5.4647408,5.34688,5.3750278,5.8361528,8.2999366,6.9291978,5.7297332,5.5889868,6.11814,5.365747,6.1122496,5.629283,6.6152334,5.3308706,5.2599246
INTS2,5.6437774,5.963325,5.7446318,5.8910414,5.5898116,6.1327306,6.3774594,5.9339638,5.8872836,5.9465312,5.6918766,5.5668302,5.7449398,6.3158758,5.9385058,5.9237904,5.7905822,5.5714678,5.948022,5.9610854,6.0436264,5.903198,5.7891604,6.0304128
LAMA5,5.9916438,6.2356588,6.0798924,5.9926864,5.9751924,6.2147272,5.8791854,5.6819424,5.241576,5.7466812,5.761188,6.417619,6.4020608,5.539676,5.4172138,5.7604096,6.1276294,6.0173316,5.8393768,5.465308,6.1733656,5.6484286,5.7435032,6.1840338
